acupoint_iri,acupoint,surface_region_iri,surface_region,related_region_iri,related_region,body_region_iri,body_region
http://www.acupunctureresearch.org/tara/ontology/TARA_6846652,BL 49,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_6846652,BL 49,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004635,thoracic vertebra 11,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_7280334,BL 5,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_7280334,BL 5,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1208891,BL 50,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_1208891,BL 50,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004636,thoracic vertebra 12,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_4667633,BL 51,http://purl.obolibrary.org/obo/UBERON_0005462,lower back,http://purl.obolibrary.org/obo/UBERON_0004617,lumbar vertebra 1,http://purl.obolibrary.org/obo/UBERON_0005462,lower back
http://www.acupunctureresearch.org/tara/ontology/TARA_4667633,BL 51,http://purl.obolibrary.org/obo/UBERON_0005462,lower back,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0005462,lower back
http://www.acupunctureresearch.org/tara/ontology/TARA_7228895,BL 52,http://purl.obolibrary.org/obo/UBERON_0005462,lower back,http://purl.obolibrary.org/obo/UBERON_0004618,lumbar vertebra 2,http://purl.obolibrary.org/obo/UBERON_0005462,lower back
http://www.acupunctureresearch.org/tara/ontology/TARA_7228895,BL 52,http://purl.obolibrary.org/obo/UBERON_0005462,lower back,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0005462,lower back
http://www.acupunctureresearch.org/tara/ontology/TARA_8423766,BL 53,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0741680,median sacral crest,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_8423766,BL 53,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0795314,second posterior sacral foramen,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_0488267,BL 54,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0795316,fourth posterior sacral foramen,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_0488267,BL 54,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0741680,median sacral crest,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_0488267,BL 54,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0741717,sacral hiatus,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_4648540,BL 55,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4648540,BL 55,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4648540,BL 55,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4648540,BL 55,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7641637,BL 56,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_7641637,BL 56,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_7641637,BL 56,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7641637,BL 56,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4589241,BL 57,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4589241,BL 57,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4589241,BL 57,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4589241,BL 57,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5362994,BL 58,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5362994,BL 58,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5362994,BL 58,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5362994,BL 58,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001388,gastrocnemius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4995021,BL 59,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4995021,BL 59,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_4995021,BL 59,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4995021,BL 59,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1565977,BL 6,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1565977,BL 6,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5047947,BL 60,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5047947,BL 60,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5047947,BL 60,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0003701,calcaneal tendon,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_5047947,BL 60,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_0093665,BL 61,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1628341,BL 62,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1628341,BL 62,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8435800,BL 63,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0001455,cuboid bone,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8435800,BL 63,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8435800,BL 63,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003654,metatarsal bone of digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0471803,BL 64,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003654,metatarsal bone of digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0471803,BL 64,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0007762,metatarsophalangeal joint of pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7430197,BL 65,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0007762,metatarsophalangeal joint of pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7734076,BL 66,http://purl.obolibrary.org/obo/UBERON_0003635,pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0007762,metatarsophalangeal joint of pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7218725,BL 67,http://purl.obolibrary.org/obo/UBERON_0003635,pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0009567,nail of pedal digit,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9927492,BL 7,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_9927492,BL 7,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8298978,BL 8,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8298978,BL 8,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6794934,BL 9,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0013469,external occipital protuberance,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6794934,BL 9,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6794934,BL 9,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0002380,trapezius muscle,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8693603,CV 1,http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001245,anus,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_8693603,CV 1,http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0003133,reproductive organ,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7927421,CV 1 (Female),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001245,anus,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7927421,CV 1 (Female),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0004084,genital labium,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7927421,CV 1 (Female),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0003133,reproductive organ,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7793286,CV 1 (Male),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001245,anus,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7793286,CV 1 (Male),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0003133,reproductive organ,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_7793286,CV 1 (Male),http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001300,scrotum,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_1822260,CV 10,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1822260,CV 10,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1822260,CV 10,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795301,upper abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1822260,CV 10,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795301,upper abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4904054,CV 11,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4904054,CV 11,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4904054,CV 11,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795301,upper abdomen
